company,position,question,answer
주택도시보증공사,웹개발,주택도시보증공사의 인재상 중 본인과 가장 부합된다고 생각하는 인재상이 무엇인지 선택하고 그렇게 생각하는 이유를 본인의 경험 등 구체적 사례를 들어 기술해 주십시오,"저에게 가장 부합하는 인재상은 신뢰입니다.
저는 학창 시절 3년 동안 화장품 판매 아르바이트를 하면서 고객뿐만 아니라 함께 일하는 동료로부터 신뢰를 받은 경험이 있습니다. 아르바이트를 처음 할 당시 화장품에 대한 지식도 부족하고, 포스기를 사용하는 것도 처음이라서 업무적으로 서툰 점이 많았습니다. 하지만 저는 업무적으로 부족한 것은 처음이기에 배워나가면 된다는 마음으로 기본적인 것들을 우선적으로 성실히 하기 위해 노력했습니다. 업무 시작 10분 전에는 도착하여 필요한 인수인계 사항을 듣고, 청소나 매대 관리 등은 꼼수를 부리지 않고 성실히 하였습니다. 그래서 이러한 꾸준함 덕분에 사장님뿐만 아니라 고객들, 다른 아르바이트생들로부터 신임을 얻어 매장의 대표 아르바이트생이 되어 오랫동안 일을 할 수 있었습니다.
그래서 이러한 경험을 통해 얻은 신뢰 형성의 중요성에 대한 깨달음을 바탕으로 향후 공사에 입사하여서도 함께 일하는 동료의 신임을 얻어 함께 시너지 효과를 낼 수 있는 사원으로 성장하겠습니다."
주택도시보증공사,웹개발,본인의 소속 집단에서 공동의 성과창출을 위해 본인이 특별히 기여했던 경험과 성과 창출 과정에서 갈등 상황을 해결하기 위해 본인이 남다르게 기울였던 노력을 구체적으로 기술해 주십시오,"학창 시절 영어연극 동아리에서 3년간 활동하며 부원들과 협력하여 완성도 높은 연극 공연을 만들기 위해 노력했습니다. 그리고 티켓 판매율이 저조한 상황에서 적극적인 실행력을 바탕으로 이를 해결하였습니다.
당시 동아리원들의 지인들에게 티켓을 판매했지만, 일반 관객들에게는 티켓을 많이 팔지 못하여 남는 좌석이 많은 상황이었습니다. 그래서 저는 일반 관객들을 끌어모으기 위해 다양한 홍보 전략을 강구했습니다. 다른 부원들과 함께 학생들이 많이 등교, 하교하는 시간대에 교문에서 홍보활동을 하였고, 1학년 학생들이 많이 듣는 대형 교양 강의장에 직접 찾아가기도 하여 홍보 활동을 하였습니다. 결국 이러한 노력 끝에 공연 당일에는 티켓의 90%가량이 판매되어 만석에 가까운 공연장에서 공연을 할 수 있었습니다. 그리고 이러한 실행력의 원동력은 동아리에 대한 애정과 소속감입니다. 동아리 부원들과 하나의 공연을 만들어가는 과정을 겪으며 공연이 모두의 것이라는 생각이 들었고, 이러한 생각 덕분에 저의 역할에도 충실할 수 있었습니다.
그래서 이러한 경험을 바탕으로 공사에 입사하여서도 조직에 잘 융화되어 협력해가는 사원이 되겠습니다."
주택도시보증공사,웹개발,"공공기관 직원으로서 가져야하는 가장 중요한 가치는 무엇이며, 본인이 그 가치를 지키기 위해 노력했던 경험에 대해 기술해 주십시오","공공기관 직원으로서 가져야 하는 가치는 정해진 규칙을 지키며 주어진 역할에 최선을 다하는 책임감입니다.
학창 시절 근로 아르바이트 활동을 통해 한 수업의 출석 체크를 담당하는 역할을 맡았습니다. 당시 출석 여부가 강의의 통과 여부에 절대적으로 중요한 수업이었기 때문에 대리 출석을 하는 경우, 아주 미세하게 늦게 오는 경우, 학생증을 지참하지 않은 경우 등 많은 출결 이슈가 발생했습니다. 하지만 저는 이러한 상황에서 한두 명을 눈감아 주면 정직하게 출석을 한 학생들이 손해를 입을뿐만 아니라 전체적인 규칙이 흔들릴 수도 있다고 판단했습니다. 그래서 전체적인 이로움을 위하여 출결에 있어서만큼은 원칙대로 철저하게 관리를 하였고, 이러한 책임감 덕분에 2학기 연속으로 출결 관리 역할을 할 수 있었습니다.
그리고 공공기관에서는 무엇보다 원칙대로 일하는 것이 중요하다고 생각합니다. 특정한 고객이 아니라 국민을 상대로 일하는 기관인 만큼 모든 사람이 평등한 원칙을 적용받아야 하고, 이것이 사회 발전에 기여하는데 필요한 전제조건이기 때문입니다. 그래서 공사에 입사하여서도 저의 경험을 바탕으로 원칙을 준수하며 책임감을 다하는 사원이 되겠습니다."
중소기업은행,웹개발,"본인이 직업을 선택할 때 우선적으로 고려하는 부분은 무엇이고, 그 이유를 기업은행에 지원한 동기와 연결 지어 설명하여 주십시오","금융을 통해 세상에 이로운 일을 하고자 기업은행에 지원하게 됐습니다.
제가 직업을 선택할 때 우선적으로 고려하는 부분은 내가 하는 일이 궁극적으로 누군가에게 도움이 되는지의 여부입니다. 학창 시절 처음으로 장애인 재활 학교에서 봉사활동을 하면서 누군가에게 도움을 주는 것의 소중한 가치를 배웠습니다. 타인에 대한 봉사를 통해 타인뿐만 아니라 나 역시도 발전할 수 있다는 것을 느꼈기 때문입니다. 또한 경제와 금융에 대한 관심을 바탕으로 금융권에서 경험을 쌓으며 사회의 여러 분야 중 금융을 통해 타인에게 도움을 줘야겠다는 생각을 보다 구체화하였습니다. 특히, 매출을 입증할 수 없어 대출뿐만 아니라 입출금 통장 개설에도 어려움을 겪고, 결국 카드론으로 몰리는 소상공인들을 보면서 이들을 지원할 수 있는 일을 하고 싶다는 생각이 들었습니다.
그래서 국가 경제의 기반인 소상공인들이 경제적으로 힘든 대내외적 환경 속에서도 필요한 지원을 받고 성장하는데 기여할 수 있도록 기업은행에 지원하였습니다. 기업은행은 다른 민간 은행과는 달리 국책은행으로서 중소기업들의 발전을 도모하여 국익에 기여한다는 점이 저의 가치관을 실현할 수 있는 곳이라 생각했기 때문입니다.
특히나 AI, 블록체인 기술 등의 발전과 더불어 빅데이터에 대한 중요성이 커져가는 시기에 내부의 금융데이터뿐만 아니라 외부기관으로부터 수집한 데이터를 결합하여 소상공인들에게 필요한 금융 및 비금융 지원을 하려는 기업은행의 방향성이 제가 추구하는 직업관과 일치한다는 생각을 하게 됐습니다.
따라서 저는 기업은행에 입행하여 제가 쌓은 디지털 역량을 바탕으로 다양한 외부 기관과의 협업을 통해 얻은 데이터를 분석하여 조직과 사회에 기여하고 싶습니다. 삼성 청년 SW 아카데미에서 학습하며 프로그래밍 언어 및 각종 프레임워크에 대해 익히고, 팀프로젝트 활동을 통해 이를 활용하는 경험을 쌓았습니다. 그래서 이러한 디지털 역량을 바탕으로 다양한 데이터를 분석하여 중소기업 및 소상공인들에게 맞춤형 자산관리 서비스를 제공하고, 재무정보가 부족한 신 파일러 고객도 지원하는 역할을 하고 싶습니다. 그리고 이를 통해 궁극적으로 나 자신의 성장뿐만 아니라 고객의 성장 및 회사의 이익 증대에도 기여하여 상생의 선순환을 만들 수 있다고 생각합니다."
중소기업은행,웹개발,"기업은행의 조직 구성원으로서 가져야할 태도와 가치관에 대한 본인의 생각을 구체적인 경험, 행동, 사례 등을 통해 기술하여 주십시오","기업은행의 조직 구성원으로서 가져야할 태도는 신뢰와 책임이라고 생각합니다.
첫째로, 고객과 동료로부터 신뢰감을 형성하는 신뢰입니다. 학창 시절 고객과 동료로부터 신뢰를 얻어 3년간 화장품 매장에서 판매 아르바이트를 하였습니다. 아르바이트를 처음 할 당시 화장품에 대한 지식도 부족하고, 포스기를 사용하는 것도 처음이라서 업무적으로 서툰 점이 많았습니다. 하지만 저는 업무적으로 부족한 것은 처음이기에 배워나가면 된다는 마음으로 기본적인 것들을 우선적으로 성실히 하기 위해 노력했습니다. 업무 시작 10분 전에는 도착하여 필요한 인수인계 사항을 듣고, 청소나 매대 관리 등은 꼼수를 부리지 않고 성실히 하였습니다. 그래서 이러한 꾸준함 덕분에 사장님뿐만 아니라 고객들, 다른 아르바이트생들로부터 신임을 얻어 매장의 대표 아르바이트생이 되어 오랫동안 일을 할 수 있었습니다.
기업은행의 구성원으로서 고객과 동료의 신뢰를 얻는 것은 ‘고객과 함께 라는 핵심가치를 실천하기 위해 중요한 요소라고 생각합니다. 그래서 저는 입행 후에도 꾸준함과 성실함을 바탕으로 고객뿐만 아니라 함께 일하는 동료의 신뢰를 받는 행원이 되겠습니다.
둘째로, 정해진 규칙을 지키며 주어진 역할에 최선을 다하는 책임감입니다. 학창 시절 근로 아르바이트 활동을 통해 한 수업의 출석 체크를 담당하는 역할을 맡았습니다. 당시 출석 여부가 강의의 통과 여부에 절대적으로 중요한 수업이었기 때문에 대리 출석을 하는 경우, 아주 미세하게 늦게 오는 경우, 학생증을 지참하지 않은 경우 등 많은 출결 이슈가 발생했습니다. 하지만 저는 이러한 상황에서 한두 명을 눈감아 주면 정직하게 출석을 한 학생들이 손해를 입을 뿐만 아니라 전체적인 규칙이 흔들릴 수도 있다고 판단했습니다. 그래서 전체적인 이로움을 위하여 출결에 있어서만큼은 원칙대로 철저하게 관리를 하였고, 이러한 책임감 덕분에 2학기 연속으로 출결 관리 역할을 할 수 있었습니다.
그리고 금융업계에서는 무엇보다 원칙대로 일하는 것이 중요하다고 생각합니다. 많은 고객들이 이용하는 만큼 모든 고객이 평등한 원칙을 적용받아야 하고, 이것이 고객과 함께 성장하는데 필요한 전제조건이기 때문입니다. 그래서 기업은행에 입행하여서도 저의 경험을 바탕으로 원칙을 준수하며 책임감을 다하는 행원이 되겠습니다."
중소기업은행,웹개발,"본인이 창의성을 발휘하여 시도 했으나, 실패했던 사례 또는 어려웠던 상황에 대해 기술하고, 이러한 경험을 통해 배운 점이 향후 직무를 수행하는데 어떻게 활용 될 수 있는지 작성하여 주십시오","4000여 종의 게임 API를 활용하여 사용자를 위한 게임 추천 서비스를 만드는 프로젝트를 진행하면서 사용자의 여러 데이터들을 결합하여 알고리즘을 구축하는 데 어려움을 겪은 경험이 있습니다. 그래서 이러한 경험을 통해 여러 데이터를 결합하여 분석에 활용하려면 데이터 간의 표준화 과정이 중요하다는 것을 배울 수 있었습니다.
프로젝트를 진행하면서 처음에는 많은 레퍼런스가 존재하는 협업 필터링 기반의 KNN 알고리즘을 활용하여 사용자들의 평점 데이터를 토대로 유사한 사용자의 평점 데이터에 기반하여 추천 서비스를 제공하는 알고리즘을 만들었습니다. 하지만 이는 너무 평범하게 느껴졌고 기존의 알고리즘에서 우리만의 것을 추가해 보자는 생각이 들었습니다. 그래서 사용자를 여러 segment로 나누기 위해 사용자의 취향 유형 분석 데이터, 추천 게임의 실제 경험 여부 데이터, 별점 데이터를 추가하고, 게임도 유형에 따라 태그 데이터를 붙여 분류하였습니다.
하지만 이렇게 수집한 데이터를 토대로 기존의 추천 알고리즘에 연결하여 하나의 알고리즘으로 합치는 과정에서 어려움을 겪었습니다. 특히 모든 데이터들을 결합하기 위해 문자 타입의 데이터들을 지수화하여 합치는 과정에서 어려움을 겪었습니다. 평점 데이터의 경우 숫자가 클수록 점수가 높고 사용자의 만족도가 높다는 것을 의미하지만, 사용자의 취향 유형과 게임의 경험 여부는 지수화하더라도 이를 바로 기존의 알고리즘에 적용하면 데이터간 의 연결성이 떨어지는 문제가 발생했습니다. 그래서 수집한 여러 데이터를 결합하여 분석에 활용하기 위해서는 데이터 간의 표준화 과정이 중요하다는 것을 배울 수 있었습니다.
그리고 빅데이터 프로젝트를 통해 배운 데이터 표준화의 중요성을 바탕으로 이종산업 간의 데이터를 활용하여 소상공인의 자산관리 서비스 및 대출 심사 과정을 고도화하는데 기여하겠습니다. 최근 기업은행은 다우기술, 금융결제원, 네이버 파이낸셜 등 여러 외부 기관과 데이터를 공유하여 중소기업의 디지털 경영을 지원하기 위해 노력하고 있습니다. 이종산업 간의 데이터를 결합하였을 때 사용자를 더 정확히 파악할 수 있기에 이러한 데이터들을 활용한 분석을 토대로 개인 맞춤형 비대면 자산관리 서비스를 제공하고,
대출 심사에 활용하여 신 파일러 고객을 지원하고 연체율은 방지하도록 기여하겠습니다."
중소기업은행,웹개발,"입행 후 다양한 구성원들과 소통 및 협업을 원활히 할 수 있는지에 대해서, 본인이 가진 특성과 강점을 잘 드러낼 수 있는 질문을 만들고, 그에 대한 답변을 기술하여 주십시오","첫째로, 저의 장점은 어느 환경에서도 쉽게 융화될 수 있는 유연함입니다. 삼성 청년 SW 아카데미에서 총 3번의 팀 프로젝트를 하면서 모두 다른 팀원들과 진행하였습니다. 친한 친구들과 같이 프로젝트를 진행할 수도 있었지만 다양한 사람들과 협업을 하면서 다양한 업무 스타일을 경험해 볼 수 있는 기회라고 생각했기 때문입니다. 실제로 매 프로젝트마다 코딩 컨벤션, 네이밍 룰 등의 사소한 규칙부터 팀의 분위기에 이르기까지 많은 환경적 요소들이 달랐습니다. 하지만 저는 이러한 다름이 향후 회사에 입사하여 일을 할 때도 겪어야 할 요인이라 생각하고 각 팀의 분위기에 융화되기 위해 노력했습니다. 그리고 이러한 경험 덕분에 많은 사람들로부터 각자의 장점들을 보고 배울 수 있는 기회가 되기도 했습니다. 그래서 이러한 경험을 바탕으로 기업은행에 입행하여서도 어느 지점이든, 어느 부서든 그 팀의 분위기에 쉽게 융화되고 다양한 사람들의 장점을 배우면서 성장해 나가는 행원이 되겠습니다.
둘째로, 내가 속한 조직을 소중히 여기는 소속감입니다. 학창 시절 3년간 영어연극 동아리에서 연극부원으로 활동하였습니다. 고등학생 때까지 저는 친구들 앞에서 발표하는 것에도 쉽게 긴장을 하는 학생이었습니다. 그러던 중 친구와 함께 동아리에 가입하게 되었고, 많은 관객들 앞에서 연극 공연을 하는 기회를 갖게 되었습니다. 처음에는 타고난 성격 탓에 긴장을 하여 공연을 망치는게 아닌가 하는 걱정을 하기도 했지만, 다른 부원들의 응원과 조언을 바탕으로 열심히 연습한 끝에 점차 자연스럽게 공연에 녹아들 수 있었습니다. 그리고 공연의 부담감에도 불구하고 동아리 활동을 지속할 수 있었던 이유는 동아리에 대한 애정과 소속감 때문이라고 생각합니다. 동아리 부원들과 하나의 공연을 만들어가는 과정들을 겪으며 공연이 나만의 것이 아니라 우리의 것이라는 생각이 들었고, 이러한 생각 덕분에 저의 역할에도 충실할 수 있었기 때문입니다. 그래서 동아리에 대한 애정을 갖고 열심히 했던 경험을 바탕으로 기업은행에 입행하여서도 국책은행에서 일한다는 자부심을 갖고 조직의 발전에 기여할 수 있는 행원이 되겠습니다."
중소기업은행,웹개발,지원 분야와 관련한 직무역량을 키우기 위해 노력한 경험(직무관련 교육 또는 경험사항)에 대해 구체적으로 기술해 주시기 바랍니다.(증빙 가능·어려운 경험에 기입한 내용도 구체적으로 기술 가능),"저는 기업은행의 IT 개발자로 성장하기 위해 삼성 청년 SW 아카데미의 교육과정을 통해 프로그래밍의 기본기를 닦고, 빅데이터 경험을 통해 데이터 분석을 통한 의사결정을 배웠습니다.
첫째로, 삼성 청년 SW 아카데미에서 웹 개발 및 데이터 분석에 필요한 제반 지식과 프로젝트 경험을 쌓았습니다. 비전공자지만 금융업계의 디지털화를 몸소 느끼며 디지털 역량에 대한 갈망을 느끼게 되어 퇴사를 결정하고 삼성 청년 SW 아카데미에 입과
하여 약 8개월 동안 매일같이 개발 공부를 하며 기본기를 다졌습니다. 프로그래밍 언어로써 Python, JavaScript에 대해, 프레임워크로써 Django, Vue, React에 대해 학습하고 활용하는 경험을 했으며, 각종 알고리즘에 대한 학습도 더했습니다. 특히 프로그래밍 언어조차 처음 배우는 단계에서 알고리즘 문제를 컴퓨터 언어로 푸는 일은 도전적인 과정이었습니다. 하지만 매일매일 배웠던 알고리즘을 복습하고, 정리한 내용을 notion과 github을 통해 꾸준히 업로드하면서 알고리즘 역량을 점차 향상시킬 수 있었습니다. 그리고 이러한 경험을 통해 아무리 어려운 것들이더라도 꾸준한 학습을 통해 극복할 수 있다는 점을 배웠습니다.
둘째로, 빅데이터 팀 인턴 활동과 빅데이터 팀 프로젝트를 통해 데이터를 통한 합리적 의사결정을 배웠습니다. 제약회사의 빅데이터 팀에서 3개월간 인턴 활동을 하며 매주 자사 상품들의 매출 데이터를 취합하여 매출 동향 파일을 만들었습니다. 이러한 활동을 통해 기업에서 어떻게 데이터를 사업 전략에 활용하는지 배울 수 있었습니다. 또한 빅데이터 추천 알고리즘을 만드는 팀 프로젝트를 하면서 협업 필터링 기반의 KNN 알고리즘을 활용하는 경험을 하였습니다. 그리고 이러한 활동을 통해 수많은 데이터 중 필요한 데이터만 골라 이를 알고리즘을 통해 의사결정 과정에 활용하는 과정을 경험할 수 있었습니다. 따라서 이러한 경험을 바탕으로 다양한 내부, 외부 데이터를 분석한 결과를 비즈니스 모델에 적용하여 새로운 인사이트를 도출할 수 있는 행원이 되겠습니다."
케이비증권㈜,웹개발,"지금까지 본인이 열정적으로 추진한 일과 그 일을 통해 느낀 점은 무엇인지 작성해 주세요.(※ 열정, 도전정신, 창의성, 변화주도 중심)","저는 학부 연구생을 할 당시 연구실 홈페이지를 맡아 개발을 한 경험이 있습니다. 당시 백엔드 개발을 처음 하게 되었고 스프링 부트 프레임 워크를 처음 사용하여 개발하게 되었습니다. 공식문서와 다양한 글과 프로젝트를 참고하여 개발을 하게 되었고, 백엔드에 흥미를 갖게 되어 템플릿 엔진을 사용하여 백오피스 기능도 구현하게 되었습니다. 또한 배포를 위해 도커를 공부하고 도커를 사용하여 연구실 서버에 간단한 CI/CD를 구축했습니다. 위의 경험을 하면서 백엔드에 대한 흥미과 관심이 커졌고 이후 졸업 프로젝트인 'OOO'에서 팀장과 웹 백엔드 및 서버 구성을 맡아 개발했습니다. 해당 프로젝트를 하면서 파일 업로드 부터 웹 서비스와 얼굴인식을 담당하는 파이썬 프로그램과의 통신 등의 다양한 고민을 해볼 수 있었고 교내 경진대회에서 우수상을 수상했습니다."
케이비증권㈜,웹개발,"기업에서 IT역량강화 혹은 디지털혁신의 가장 중요한 요소가 무엇이라고 생각하는지, 본인의 관련된 경험 및 몰입하고 있는 분야와 연관지어서 작성해 주세요.(예: 개발역량, 인프라, 대외여건, 데이터활용 등)","기업 입장에서 IT역량강화와 디지털혁신에 있어서 중요한 요소는 좋은 기획과 그걸 수행할 수 있는 비기술/기술적 역량 이라고 생각합니다. 디지털 혁신에 있어서 가장 핵심 되는 부분은 '무엇을 어떻게 할 것이냐'라고 생각합니다. 세상의 변화와 고객들의 필요를 파악하고 그에 맞춰 기획을 하는 것이 중요합니다. 개발자는 이 기획과 완전히 동떨어지지 않고 같이 이해를 하는 것 또한 중요하다고 생각합니다. 기획에 따라 코드를 치는 것이 아니라 기획과 개발이 서로 녹아들어 동떨어지지 않게 해야 합니다. 그렇게 하기 위해서 개발자는 다른 사람들과 협업하며 꾸준히 소통하고 기획을 이해하고 함께 참여해야 하고, 그에 맞는 기술적 요소를 생각하고 구성하며 적용 가능한 개발 역량 또한 갖춰야 합니다."
케이비증권㈜,웹개발,실패 혹은 좌절을 경험한 사례와 이를 통해 얻은 교훈에 대해 작성해 주세요.,"졸업 프로젝트로 'OOO'를 진행한 경험이 있습니다. 해당 프로젝트는 4인 1팀으로 진행했으며 팀원 중 2명을 랜덤으로 배정 받았습니다. 저는 팀에서 팀장과 웹 백엔드 및 서버 구성을 맡았습니다. 당시 코로나로 인해 완전 비대면으로 진행했습니다. 온라인으로 진행하는 것과 더불어 팀원들 간의 능력의 가늠하기가 힘들었고 다른 팀원들 중에 배포까지의 한 싸이클을 경험한 팀원이 없었기 때문에 각자의 취향이나 수강 했던 과목에 따라 역할 분담을 했습니다. 또한 얼굴인식이라는 기술과 머신러닝 기술 또한 접해본 사람이 없었기 때문에 사용 기술과 시퀀스 정리를 혼자 분담하여 진행했습니다. 그렇게 진행을 하다 보니 서로 프로젝트에 대해 이해한 바가 달라지는 지점이 생겼고 소통에 문제가 생기기 시작했습니다. 그래서 저는 1주일을 기간으로 스프린트를 진행하여 개발, 이슈 정리, 이슈 해결을 위한 소통, 차주 계획 등을 회의 때 논의했습니다. 결국 프로젝트를 완성하여 교내 경진대회에서 우수상을 수상했습니다."
한국무역보험공사,웹개발,"본인이 지원한 직무(채용분야)를 선택한 이유는 무엇이며, 해당 직무에 필요한 역량을 갖추기 위해 어떠한 준비를 하였는지 본인이 보유한 경력, 지식 또는 경험을 바탕으로 설명하고, 타 지원자와 차별되는 강점은 무엇인지 기술해 주십시오.","사업 관리 시스템에서 설계를 개선해 국민 사용자는 물론 내부 직원들의 업무 편의까지 증진시켰을 때 보람을 느꼈습니다. 그리고 이 과정에서 요구사항 관리가 중요하다고 생각했습니다. 다양한 이해관계자의 요구사항이 있고, 정책을 준수하며 이를 만족시켜야 했기 때문입니다.
이를 위해 IT 지식을 쌓고 있고, 실무 경험을 쌓아 향후에는 정보기술사를 취득할 예정입니다. 여러 이해관계자의 요구사항을 조율해 시스템의 완전성을 높이고 사용자 편의를 증진하는 역할을 하고 싶습니다."
한국무역보험공사,웹개발,"본인이 살아오면서 가장 열정적 또는 헌신적으로 몰두했던 일(학업, 구직활동 제외)은 무엇이었는지 설명하고, 해당 경험이 입사 이후 업무 수행에 어떠한 도움이 될 수 있는지 기술해 주십시오.","""업무 추진력의 바탕 : 세밀한 기획""
인문학 교실을 기획하고 운영하는 프로그램 당시, 일정이 바뀌어 인턴십이 겹치고 하차 인원이 생겨 인력, 시간이 부족했고 이를 극복하기 위해 다음과 같이 행동했습니다.
첫째, 진행된 과제 상황을 파악하고 앞으로 해야 할 일과 사용 가능한 시간을 리스트로 만들었습니다. 그리고 우선순위에 따라 시간을 배분한 후 추가적으로 필요한 시간을 확인했습니다.
둘째, 불필요한 업무 프로세스를 개선해 부족한 시간을 확보했습니다. 반복되는 자료와 문서는 형상관리를 이용해 재사용할 수 있도록 했습니다.
셋째, 또 다른 일정 변동에 대비해 강의자를 2인 1조로 구성했고, 수업을 하는 동안 강의록을 작성해 최종 보고서 작성 시간도 줄일 수 있었습니다."
한국무역보험공사,웹개발,"새로운 조직, 단체에서 빠르게 적응하기 위해 노력한 경험은 무엇이며, 빠르게 적응할 수 있는 본인만의 효과적인 방법은 무엇인지 기술해 주십시오.","""갈등 관리를 통한 팀 네트워킹""
기술의 영향과 대응에 관한 팀 과제 당시 팀장은 유학생을 과제에서 소외시키려 해 분위기가 어색해졌고 회의 진행이 어려워 팀장을 설득하기로 했습니다.
우선, 유학생의 참여를 줄이는 이유를 듣고 팀장의 우려를 해소할 수 있는 대안을 찾았습니다. 교내 언어 교환 프로그램을 통해 통역에 도움을 받을 것을 제안했지만, 팀장은 이것만으로 쉽게 의견을 바꾸지 않았습니다.
한국어 번역이 없는 해외 여론이나 정책을 추가하면 1차에서 낮았던 독창성 점수를 보완할 수 있다고 설득했습니다. 도움이 되는 부분을 구체적으로 설명하자 팀원들도 중국어 활용 아이디어를 내기 시작했고 팀장도 의견을 바꾸었습니다. 실질적인 이익을 제시했기에 협력적 분위기를 만들 수 있었던 것 같습니다."
한국무역보험공사,웹개발,"본인의 한계를 인식하고 이를 극복하기 위해 노력한 경험은 무엇이며, 해당 경험을 통해 깨달은 점은 무엇인지 기술해 주십시오.","소프트웨어 개발 사업 관리 업무를 하면서 개발자에게 프로그래밍 능력만큼 내/외부 협업 능력이 중요함을 배웠습니다.
상대에 따라 사용하는 언어를 달리해야 하고 이를 위해 소프트웨어 외의 공부도 필요함을 배웠습니다. 입사 후 개발이 진행 중인 웹 빌더 제작 사업 관리를 담당하게 되었습니다. 내부 보고를 할 때는 관련 법령과 예산 측면이 중요했고, 개발자와 협의할 때는 JAVA나 웹 프로그래밍 용어를 사용해야 의견 전달이 효율적이었습니다. 법 분야는 처음 접하는 것이었고 C언어 위주로 공부했던 탓에 양쪽 모두 익숙하지 않아 의사교환 시간이 길어지면서 프로젝트 일정이 지연되기 시작했습니다.
매일 아침에는 먼저 나와 관련 법령을 공부하고 경영지원팀 직원을 찾아다니며 예산관리법을 배웠습니다. 퇴근 후에는 C언어로 풀었던 문제를 자바로 코딩해 보면서 문법이나 지향점의 차이를 익혔습니다. 점차 내부 조직과 개발팀 사이의 간극을 매우는 역할을 할 수 있게 되었고, 개발자는 관계 부서에도 대응할 수 있어야 함을 느꼈습니다."
한국무역보험공사,웹개발,"한국무역보험공사 인재상 4가지(전문인, 국제인, 혁신인, 윤리인) 중에서 본인과 가장 부합하는 인재상과 본인이 가장 보완할 필요가 있다고 판단하는 인재상은 무엇인지, 그 이유를 본인의 경험, 노력 등 구체적인 근거를 들어 기술해 주십시오.","""혁신인""
문제의 원인에 대한 명확한 분석과 개선을 통해 미래의 문제 발생도 예방한 경험이 있습니다. 신제품 기획 마케팅 공모전을 준비하면서 아이디어 도출과 기획안 작성을 담당했습니다. 팀원들의 조사 자료들을 종합하면서 현장조사 수치가 다른 부분이 종종 있다는 것을 발견했고 재조사를 해야 했습니다. 남은 기일이 짧아 현장조사를 빠르고 정확하게 수행할 방법을 찾았습니다.
먼저, 어떤 이유에서 오류가 발생했는지 검토했습니다. 팀원들의 초안 자료를 확인해 결과 기록 과정에서 실수가 발생한 것을 발견했습니다. 자료를 꼼꼼하게 기록하지 못한 이유도 있지만, 야외에서 조사 결과를 체계적으로 정리하기 어려울 수 있다는 점을 생각했습니다. 그리고 여러 번 자료를 옮기고 정리하는 프로세스 자체도 개선해야겠다고 생각했습니다. 현장조사 결과를 바로 온라인에 입력할 수 있도록 클라우드와 형상관리 환경을 만들어 팀원에게 제공했습니다. 미리 구성된 양식에 조사 즉시 결과를 입력하도록 해서, 시간을 절약하고 실수를 예방할 수 있었으며, 보고서를 실시간 공유하여 서로 실수가 발생한 부분이 있는지 점검할 수 있었습니다."
한국무역보험공사,웹개발,"본인이 오랜 기간 꾸준히 지켜온 신념은 무엇이며, 그러한 신념을 가지게 된 이유는 무엇인지, 신념을 지키기 위해 어떠한 노력을 해왔으며, 입사 후에는 어떻게 지켜나갈 계획인지 기술해 주십시오.","""지속적인 발전을 통한 신뢰 형성""
공공주도 사업에서 고객과 신뢰 형성을 위해서는 끊임없는 개선과 발전의 모습을 보여야 한다고 생각합니다. 따라서 공사 직원으로서 전문성을 다지고 문제를 해결하겠습니다. 정보화 사업 관리 업무를 하며 문제를 개선할 때 보람을 느꼈고 직무수행의 원동력이라는 것을 알았습니다. 작은 문제라도 원인을 파고들어 해결할 수 있는 인재가 되고 싶습니다."
한국은행,웹개발,"회사와 직업을 선택하는 본인만의 기준 2가지를 적고, 그 이유와 함께 한국은행에 지원한 동기를 기술하시오.","사업 관리 시스템에서 설계를 개선해 국민 사용자는 물론 내부 직원들의 업무 편의까지 증진시켰을 때 보람을 느꼈습니다. 그리고 이 과정에서 요구사항 관리가 중요하다고 생각했습니다. 다양한 이해관계자의 요구사항이 있고, 정책을 준수하며 이를 만족시켜야 했기 때문입니다.
이를 위해 IT 지식을 쌓고 있고, 실무 경험을 쌓아 향후에는 정보기술사를 취득할 예정입니다. 여러 이해관계자의 요구사항을 조율해 시스템의 완전성을 높이고 사용자 편의를 증진하는 역할을 하고 싶습니다."
